Time, in s	Altitude in m	Velocity in m/s
145.5	52259.944145154	1876.5873015873
145.6	52347.6474220989	1879.8015873016
145.7	52435.3297652298	1883.0952380952
145.8	52523.1940377356	1886.3492063492
145.9	52610.6071587249	1889.6031746032
146	52699.9889468867	1892.9761904762
146.1	52789.4545433169	1896.3095238095
146.2	52876.6420716038	1899.6031746032
146.3	52965.1215211835	1902.9761904762
146.4	53055.0456833417	1906.3095238095
146.5	53143.5595020486	1909.6434429286
146.6	53231.4185918485	1913.0164588016
146.7	53319.5745085148	1916.3497921349
146.8	53406.9316030512	1919.6434429286
146.9	53496.3606971764	1923.0561413413
147	53585.7411081686	1926.3894746746
147.1	53673.248986201	1929.6831254682
147.2	53762.3619043261	1933.0555555556
147.3	53852.1180715528	1936.3888888889
147.4	53940.1179158576	1939.6825396825
147.5	54032.4598333986	1943.0952380952
147.6	54121.5423041074	1946.3131313649
147.7	54206.5344469063	1949.5527063717
147.8	54294.8554095206	1953.0050873241
147.9	54385.1135102189	1956.3781031971
148	54474.8994579083	1959.7511190701
148.1	54564.7835984047	1963.2035000225
148.2	54650.0106421759	1966.5765158955
148.3	54737.113217051	1969.9856067528
148.4	54829.4150795925	1973.4920634921
148.5	54918.8826366893	1976.8253968254
148.6	55005.752185654	1980.1190476191
148.7	55095.1278562344	1983.4920634921
148.8	55185.063128722	1986.8253968254
148.9	55274.8525211548	1990.1190476191
149	55364.7074469449	1993.4920634921
149.1	55452.3877308521	1996.7063492064
149.2	55540.0243138075	1999.8412698413
149.3	55630.1168372253	2003.0555555556
149.4	55718.6021775041	2006.2301587302
149.5	55805.8841168172	2009.3650793651
149.6	55894.9852985594	2012.6190476191
149.7	55986.1231542344	2015.873015873
149.8	56079.3344897691	2019.1666666667
149.9	56174.7752305364	2022.6190476191
150	56268.6376518911	2026.0317460318
150.1	56363.1774239074	2029.4047619048
150.2	56460.6176246096	2032.8571428572
150.3	56557.2928631193	2036.1904761905
150.4	56652.3883845226	2039.4841269841
150.5	56747.3105862506	2042.8571428572
150.6	56839.516823185	2046.1507936508
150.7	56931.3686875445	2049.3650793651
150.8	57024.4745765179	2052.6984126984
150.9	57117.0758806615	2055.9523809524
151	57210.9776731686	2059.2063492064
151.1	57304.3820157018	2062.5396825397
151.2	57395.6293859871	2065.7936507937
151.3	57488.9809069536	2069.0079365079
151.4	57583.1392457867	2072.3412698413
151.5	57674.7210294379	2075.5952380952
151.6	57765.0617899068	2078.8095238095
151.7	57855.5476840133	2082.1428571429
151.8	57948.0564160025	2085.4365079365
151.9	58042.4304573239	2088.6904761905
152	58134.8621718633	2091.9365685417
152.1	58226.4181187445	2095.1990345054
152.2	58318.5222125924	2098.4388233217
152.3	58409.76693487	2101.6927915757
152.4	58499.0476673697	2104.8673947503
152.5	58585.331353059	2108.0023153852
152.6	58668.6485558613	2111.2166010995
152.7	58752.3611997967	2114.3990801769
152.8	58836.2861728671	2117.4461380227
152.9	58916.8952395566	2120.3968253968
153	58992.4526139529	2123.1746031746
153.1	59064.417238891	2125.7142857143
153.2	59136.5140318824	2128.3794050995
153.3	59212.1378314391	2131.1187146266
153.4	59292.2661227785	2133.9361749441
153.5	59375.2612029917	2136.9917304996
153.6	59463.0539468885	2140.2456987536
153.7	59560.0906988383	2143.7774447853
153.8	59665.5023044368	2147.6663336742
153.9	59773.6918769367	2151.5091507969
154	59881.8870703725	2155.2777777778
154.1	59987.4730647474	2159.126984127
154.2	60091.9815828924	2162.8571428572
154.3	60197.0367519498	2166.4682539683
154.4	60300	2170.1190476191
154.5	60398.0546313895	2173.6904761905
154.6	60493.735052927	2177.1825396825
154.7	60588.8707224499	2180.753968254
154.8	60684.1482495435	2184.246031746
154.9	60779.3310430749	2187.6587301587
155	60874.7509132843	2191.1904761905
155.1	60968.7102649756	2194.6428571429
155.2	61062.9824647575	2198.0158730159
155.3	61161.7526501467	2201.4682539683
155.4	61261.0885854963	2204.8412698413
155.5	61357.2526067898	2208.1349206349
155.6	61452.5465335144	2211.5079365079
155.7	61547.110883156	2214.8015873016
155.8	61640.9736974032	2218.0158730159
155.9	61737.2189895782	2221.3095238095
156	61833.18816555	2224.5634920635
156.1	61926.3056761384	2227.7380952381
156.2	62020.5784134656	2231.0317460318
156.3	62115.8159789239	2234.246031746
156.4	62211.5460447871	2237.380952381
156.5	62309.4381645629	2240.6349206349
156.6	62404.6360157612	2243.8095238095
156.7	62495.6089427693	2246.9444444445
156.8	62588.8748127222	2250.1984126984
156.9	62684.1341817087	2253.373015873
157	62779.3845774918	2256.5476190476
157.1	62874.5521968014	2259.8412698413
157.2	62970.0598952083	2263.0555555556
157.3	63065.203580095	2266.2761064736
157.4	63158.578700729	2269.5251629375
157.5	63251.9002843493	2272.7394486518
157.6	63347.4267234014	2275.9140518264
157.7	63442.6807838592	2279.1680200804
157.8	63537.4912365468	2282.342623255
157.9	63629.8021114949	2285.5172264296
158	63725.1922667609	2288.6855644005
158.1	63826.4146947934	2291.7857142857
158.2	63925.8177764938	2294.7619047619
158.3	64023.2505485436	2297.7380952381
158.4	64120.5679679533	2300.4761904762
158.5	64216.3041816703	2303.0555555556
158.6	64314.1998940297	2305.4365079365
158.7	64411.3246507609	2307.5793650794
158.8	64506.7629636164	2309.4841269841
158.9	64604.6118843104	2311.1813597406
159	64702.1075899363	2312.5702486295
159.1	64800	2313.76072482
159.2	64898.0519530952	2314.7324576385
159.3	64993.7469230744	2315.5117432536
159.4	65088.8370361269	2316.1148034156
159.5	65184.2823935502	2316.5831625007
159.6	65278.2315310655	2316.909739268
159.7	65370.5608769758	2317.1267957558
159.8	65465.0107205984	2317.2385639602
159.9	65561.4324091786	2317.2759125261
160	65657.1729078612	2317.2505951649
160.1	65752.5742886869	2317.1744038708
160.2	65847.0571632969	2317.0417141224
160.3	65941.0298258003	2316.8756606755
160.4	66036.9038190172	2316.6982867274
160.5	66130.2803882696	2316.4910379787
160.6	66221.5210323084	2316.2646162143
160.7	66315.799849361	2316.0066829933
160.8	66411.022641197	2315.7288771633
160.9	66506.8086948781	2315.4490920224
161	66604.6011805736	2315.1389549931
161.1	66702.1121271607	2314.8214946757
161.2	66800	2314.504495366
161.3	66898.0516259213	2314.1848802518
161.4	66993.7484062669	2313.8765113185
161.5	67088.8328395658	2313.5877657409
161.6	67184.2991245408	2313.293786307
161.7	67278.1513248489	2313.0160085292
161.8	67370.7621915523	2312.7382307514
161.9	67463.874515064	2312.4605609717
162	67557.6355454832	2312.1830127553
162.1	67652.3129051194	2311.9038285921
162.2	67747.3273637275	2311.6074160338
162.3	67839.5092410879	2311.2899557163
162.4	67931.371326494	2310.9724953989
162.5	68024.4747455049	2310.6413641452
162.6	68117.0767077075	2310.3183246368
162.7	68210.9783370814	2309.9969024962
162.8	68306.3184828138	2309.6287982331
162.9	68399.9968285725	2309.2727797954
163	68493.6959124667	2308.9156369383
163.1	68588.9809394788	2308.5444914276
163.2	68683.1348326613	2308.1823383825
163.3	68774.7310927075	2307.8066386358
163.4	68865.03636494	2307.4056062804
163.5	68955.6511045761	2307.0465085552
163.6	69047.6088254723	2306.6671935195
163.7	69139.6417480842	2306.3179683299
163.8	69230.0710067865	2305.9351455867
163.9	69321.6313993182	2305.557001314
164	69415.7494249863	2305.1796938742
164.1	69509.2091237692	2304.8039536681
164.2	69599.9928268786	2304.4321975294
164.3	69690.8161955096	2304.0549038871
164.4	69784.1621489701	2303.6501608228
164.5	69879.1046961295	2303.2735563427
164.6	69972.9366506297	2302.8767309459
164.7	70064.573116098	2302.4862336941
164.8	70156.9333261374	2302.1102821456
164.9	70251.3429895942	2301.7134567488
165	70343.8505688098	2301.3228260546
165.1	70434.2673036507	2300.9469939041
165.2	70525.0390422055	2300.5696301302
165.3	70614.9971370494	2300.1914877355
165.4	70704.7018196967	2299.8225007148
165.5	70795.2885852735	2299.4444840093
165.6	70885.0784530427	2299.065173197
165.7	70974.6996158101	2298.705388155
165.8	71065.132846306	2298.3041361799
165.9	71155.2112412091	2297.9295853857
166	71244.7902827605	2297.5537595265
166.1	71334.8777060735	2297.1615956711
166.2	71425.3086165846	2296.7787346324
166.3	71516.853499756	2296.4040771907
166.4	71609.0830539728	2296.0029638865
166.5	71699.999999989	2295.6431780099
166.6	71790.9169460607	2295.2637605501
166.7	71883.1465000828	2294.8857392307
166.8	71974.6913838714	2294.5238059393
166.9	72065.1222928716	2294.1526987241
167	72155.2097219145	2293.7760985667
167.1	72244.7887531511	2293.4001593445
167.2	72334.8671480675	2293.0290928388
167.3	72425.3003785214	2292.6521106174
167.4	72514.9211959627	2292.2761636828
167.5	72604.7129749175	2291.9051477799
167.6	72695.2937440328	2291.5281636624
167.7	72785.0258718338	2291.1507955659
167.8	72874.8517328593	2290.7936527087
167.9	72964.7073047129	2290.4166685803
168	73052.3864672505	2290.0396825477
168.1	73140.0241477487	2289.6825396906
168.2	73230.1160564338	2289.3055552689
168.3	73318.5641576507	2288.9285711324
168.4	73406.0529850666	2288.5714282753
168.5	73493.8995531258	2288.1943847641
168.6	73581.6260811074	2287.8174006386
168.7	73669.3564398607	2287.4602577814
168.8	73756.6676607	2287.0959666976
168.9	73842.3819464143	2286.744275613
169	73930.0650242247	2286.4152826451
169.1	74019.8994971079	2286.0978223277
169.2	74107.0862255029	2285.8262814072
169.3	74190.4987664867	2285.6141372341
169.4	74274.9876563718	2285.4524080752
169.5	74363.8688118192	2285.3562463429
169.6	74451.4355705411	2285.3309535953
169.7	74537.1498562554	2285.367935005
169.8	74622.8641419697	2285.4528522766
169.9	74711.2553171578	2285.5677513805
170	74803.2638988858	2285.7132418889
170.1	74894.4730873377	2285.8859178635
170.2	74981.3143527605	2286.0685929018
170.3	75069.8889556934	2286.2670056002
170.4	75159.9420700314	2286.4796520789
170.5	75247.6495972012	2286.6982388227
170.6	75335.3321813326	2286.9541463727
170.7	75423.1580812796	2287.2192127358
170.8	75510.7813336548	2287.486043698
170.9	75598.9312420074	2287.7638214758
171	75685.4006102521	2288.0576397834
171.1	75768.6245417594	2288.3464201074
171.2	75852.3455860182	2288.6580156242
171.3	75938.0598717325	2288.9643299847
171.4	76023.8337596596	2289.2662785992
171.5	76109.5347701029	2289.5837389166
171.6	76195.1730785824	2289.9166585337
171.7	76281.310284448	2290.2294413782
171.8	76369.8888841662	2290.5550549157
171.9	76459.9419990156	2290.8923363359
172	76547.6495262063	2291.2348249319
172.1	76635.332230071	2291.5866898589
172.2	76723.1580604167	2291.9438327161
172.3	76810.7813458609	2292.2936632456
172.4	76898.9312214878	2292.6791255855
172.5	76985.4006738311	2293.0683231745
172.6	77068.6245085634	2293.4445169969
172.7	77152.3455528012	2293.8274600721
172.8	77238.0598385155	2294.225249036
172.9	77323.8306349816	2294.6220744328
173	77409.5487503207	2295.0305938344
173.1	77495.1205356605	2295.4274192312
173.2	77581.4681867504	2295.8325579797
173.3	77669.4583960459	2296.250014951
173.4	77757.14086831	2296.6666798154
173.5	77842.8551540243	2297.0833312782
173.6	77930.5409504804	2297.5000916216
173.7	78018.4179343018	2297.9167585815
173.8	78106.0643234263	2298.3285558602
173.9	78194.0378632215	2298.7701031602
174	78281.0265805403	2299.2066110967
174.1	78366.6960623681	2299.6311257534
174.2	78452.4103480823	2300.0676336899
174.3	78536.1000623223	2300.5027268214
174.4	78619.6674639825	2300.9392347579
174.5	78703.5001337545	2301.3807313539
174.6	78786.7596984855	2301.7923586168
174.7	78871.7599139193	2302.2041442877
174.8	78959.9933279575	2302.6575276962
174.9	79047.509239937	2303.0940356327
175	79133.37660175	2303.5317775394
175.1	79219.0218644248	2303.9682854759
175.2	79304.7026580488	2304.4043259722
175.3	79390.6192724023	2304.8408339087
175.4	79475.7402550878	2305.3020641108
175.5	79559.0405247973	2305.7320362063
175.6	79642.9531842464	2306.1685441428
175.7	79728.6038531737	2306.6249805072
175.8	79813.175200651	2307.0799967353
175.9	79896.4020505205	2307.5366941103
176	79980.7596828194	2307.9944729332
176.1	80066.7091297528	2308.4309808697
176.2	80152.3903151844	2308.8716037107
176.3	80238.1046008986	2309.3332814312
176.4	80323.7265992454	2309.7697893677
176.5	80410.6285509704	2310.2026634734
176.6	80498.9743561155	2310.6639725413
176.7	80585.3422025942	2311.1188921311
176.8	80668.651904814	2311.5702810375
176.9	80752.3707958286	2312.0489725131
177	80836.0658724068	2312.4999932053
177.1	80919.6719287022	2312.9513744541
177.2	81003.5782696715	2313.4373832191
177.3	81086.3519769812	2313.8887725639
177.4	81168.58321198	2314.3463346402
177.5	81252.3755599401	2314.8076441465
177.6	81336.0706252522	2315.2590329001
177.7	81419.668497609	2315.7170360909
177.8	81503.5795287765	2316.1783532548
177.9	81586.3513651091	2316.6298509814
178	81668.5833064648	2317.0878536262
178.1	81752.3755533836	2317.5429899626
178.2	81836.0706187954	2318.0191804388
178.3	81919.6685019474	2318.4771830843
178.4	82003.5795284586	2318.9318783062
178.5	82086.3513613072	2319.4080687824
178.6	82168.5833087718	2319.8660714184
178.7	82252.3755558392	2320.3207671863
178.8	82336.0705600691	2320.7969576625
178.9	82419.6687790826	2321.2549679879
179	82503.5785004989	2321.7096637551
179.1	82586.3547371734	2322.1858542313
179.2	82668.5815371929	2322.637651487
179.3	82752.3737771714	2323.1171761454
179.4	82836.1132605411	2323.5933666216
179.5	82919.4672974637	2324.0448332004
179.6	83004.7121030309	2324.5254367803
179.7	83089.5822656231	2324.9860660811
179.8	83172.0436198068	2325.4167306638
179.9	83253.7538078282	2325.8776318208
180	83337.1228493439	2326.3530418128
180.1	83420.8596462883	2326.829232289
180.2	83504.9414503361	2327.30535839
180.3	83586.406763369	2327.7804363985
180.4	83666.5377487613	2328.2721880501
180.5	83750.0961824568	2328.769074143
180.6	83835.8787872522	2329.2696577417
180.7	83919.8030252378	2329.7217998205
180.8	84003.528554558	2330.1979902967
180.9	84086.3811258628	2330.6774666875
181	84168.576542024	2331.1288541387
181.1	84252.372724159	2331.6050446149
181.2	84336.1449416483	2332.0845456847
181.3	84418.6918360916	2332.5363430383
181.4	84499.441977656	2333.0125335145
181.5	84578.7536638756	2333.4887239907
181.6	84659.0559616562	2333.9664903128
181.7	84740.9440460526	2334.442680789
181.8	84821.2462845104	2334.9188712651
181.9	84900.5581288551	2335.3922651016
182	84981.3078758264	2335.8943520538
182.1	85063.8554574369	2336.37054253
182.2	85147.6276758688	2336.8467330062
182.3	85231.417690049	2337.3428499944
182.4	85313.6562255574	2337.8372238471
182.5	85396.3945847071	2338.3134143233
182.6	85480.4064219236	2338.8139211224
182.7	85563.8195490794	2339.3038976623
182.8	85645.6342655636	2339.7937991206
182.9	85727.286457157	2340.2947151969
183	85808.0545933456	2340.7709056731
183.1	85888.2918621356	2341.2434451145
183.2	85968.1084073853	2341.739450479
183.3	86047.5156407703	2342.2403822405
183.4	86127.2974164576	2342.7165727167
183.5	86208.9041111852	2343.2187347504
183.6	86289.9311070187	2343.6884431196
183.7	86369.9968195046	2344.1646335958
183.8	86450.520380652	2344.66597427
183.9	86530.7183634808	2345.1620323975
184	86610.1526805405	2345.628787659
184.1	86689.9036504917	2346.1308703068
184.2	86769.1649303957	2346.607060783
184.3	86847.4884675187	2347.1046903057
184.4	86927.2479088678	2347.6205633216
184.5	87008.6639037934	2348.1163778798
184.6	87091.6778471253	2348.592568356
184.7	87175.6431529313	2349.1166959068
184.8	87258.9876029185	2349.6066767511
184.9	87341.009992994	2350.122549767
185	87424.3634208416	2350.6384227829
185.1	87508.2962122967	2351.1294983649
185.2	87591.4187077763	2351.6456463365
185.3	87672.703916365	2352.1865524315
185.4	87751.0817804506	2352.6513269875
185.5	87827.2483733754	2353.1472683721
185.6	87905.0147013925	2353.6495961009
185.7	87985.6264274574	2354.1257865771
185.8	88067.1184053837	2354.6424612163
185.9	88147.2079316639	2355.1574451184
186	88225.4561395843	2355.6170055657
186.1	88303.2605890002	2356.1207338962
186.2	88382.3830611189	2356.6168560037
186.3	88461.6276601132	2357.1065917669
186.4	88537.2179735831	2357.5965615923
186.5	88609.7332798223	2358.0828495792
186.6	88683.0990753835	2358.5400301314
186.7	88760.3537327137	2359.047500097
186.8	88840.982533097	2359.5633731128
186.9	88920.8954712444	2360.0792461287
187	89001.4391512095	2360.5695732138
187.1	89083.7886537665	2361.1044491627
187.2	89164.3519195946	2361.5986433883
187.3	89242.3969247134	2362.0853263903
187.4	89320.9420244144	2362.6011994062
187.5	89400.1534555113	2363.1170724221
187.6	89479.0893926722	2363.6066380648
187.7	89555.8728894947	2364.1281129131
187.8	89630.3230859922	2364.6359171783
187.9	89707.662315111	2365.1476847446
188	89789.0262085511	2365.6927477744
188.1	89869.5073480527	2366.2086207902
188.2	89947.5431470495	2366.6981739102
188.3	90026.2061069015	2367.2204146285
188.4	90104.6693422422	2367.7413438855
188.5	90183.5341753731	2368.2325033698
188.6	90263.3083006019	2368.7483763857
188.7	90342.8809151847	2369.2642494016
188.8	90421.4824157316	2369.7553208303
188.9	90499.9783767669	2370.277672466
189	90578.5414489416	2370.7986041022
189.1	90657.2231130787	2371.2896824356
189.2	90735.7013654682	2371.8055554514
189.3	90812.3188608588	2372.3214284673
189.4	90887.6703401129	2372.8137114394
189.5	90964.3283146491	2373.3543860424
189.6	91041.3265595779	2373.8640936066
189.7	91117.8374495193	2374.3750194117
189.8	91195.100609319	2374.9171007905
189.9	91273.7458780539	2375.4329738063
190	91352.5372981422	2375.9488468222
190.1	91430.8679475705	2376.4883098819
190.2	91507.6606316897	2377.0041828977
190.3	91584.2849078214	2377.5197444053
190.4	91661.3679933732	2378.0355059914
190.5	91737.5111303072	2378.5499633549
190.6	91812.9715345561	2379.0658363708
190.7	91890.3334906327	2379.5817093867
190.8	91969.0477651332	2380.0975824025
190.9	92047.6521194058	2380.6134554184
191	92126.1808825094	2381.1556466705
191.1	92204.7384916309	2381.6914593772
191.2	92283.4799524241	2382.1958748869
191.3	92361.4587892525	2382.7311693978
191.4	92437.6137074503	2383.2668832393
191.5	92512.522233211	2383.8030104145
191.6	92587.4712743143	2384.3451249311
191.7	92662.4777456882	2384.860997947
191.8	92737.6446992352	2385.3768709629
191.9	92812.1464335718	2385.9190913141
192	92887.729808918	2386.4552253746
192.1	92966.3162319695	2386.9695519206
192.2	93041.3115349819	2387.4691526307
192.3	93114.9589398469	2387.9777821853
192.4	93189.6287646947	2388.5134626612
192.5	93263.0493678601	2389.0494961247
192.6	93345.128101059	2389.5901914757
192.7	93402.0477808109	2390.1060644915
192.8	93480.2330137165	2390.6433256914
192.9	93558.2610213447	2391.1948993934
193	93639.9818226988	2391.7314569094
193.1	93720.9503406842	2392.2904976921
193.2	93800.5444723002	2392.8362485457
193.3	93870.7514458077	2393.3409760947
193.4	93966.5789725076	2393.8762910953
193.5	94038.5874270427	2394.4119808634
193.6	94114.0523806719	2394.9477144107
193.7	94187.2782199541	2395.4837517697
193.8	94260.2439182788	2396.0011617419
193.9	94335.6174912024	2396.5066790121
194	94412.404624928	2397.0485576994
194.1	94487.6454774066	2397.5846712703
194.2	94562.4394892323	2398.1204100736
194.3	94637.5133491496	2398.6561050977
194.4	94712.501768508	2399.1914963101
194.5	94787.497201218	2399.7222222222
194.6	94862.501163313	2400.2777777778
194.7	94937.4997467548	2400.8333333333
194.8	95012.4999574087	2401.3638889036
194.9	95087.500059257	2401.9194444592
195	95162.500018493	2402.4750000147
195.1	95237.4998196	2403.0042269289
195.2	95312.5004462421	2403.5395210265
195.3	95387.4997174199	2404.0752097687
195.4	95462.4978750535	2404.6109483176
195.5	95537.509634046	2405.1720642119
195.6	95612.4768380027	2405.7139793958
195.7	95687.5146349072	2406.2298524116
195.8	95762.6104787282	2406.7970605599
195.9	95836.5984988471	2407.3331950337
196	95909.6660968918	2407.8689348629
196.1	95982.8822220909	2408.4046248854
196.2	96056.1066169735	2408.9399375478
196.3	96129.3425240193	2409.4694509354
196.4	96202.5222327031	2410.025006491
196.5	96275.6409005631	2410.5555555556
196.6	96349.863280293	2411.1111111111
196.7	96425.021856511	2411.6666666667
196.8	96500.0000000688	2412.2222222222
196.9	96574.9781435152	2412.7777777778
197	96650.1367190324	2413.3333333333
197.1	96724.3591019171	2413.8888888889
197.2	96797.4777669657	2414.4444444445
197.3	96870.6574687453	2415
197.4	96943.8934196399	2415.5555555556
197.5	97017.1176922844	2416.0861115288
197.6	97090.3339584116	2416.6416670843
197.7	97163.4019133925	2417.1972226399
197.8	97237.3876556982	2417.727804738
197.9	97312.4898499303	2418.2833602935
198	97387.5203282698	2418.8389158491
198.1	97462.4689739567	2419.3944714046
198.2	97537.5990928674	2419.9750265425
198.3	97612.1862656019	2420.5305820981
198.4	97685.3994673249	2421.0611376278
198.5	97757.253167965	2421.6416666409
198.6	97828.5242518095	2422.1972221964
198.7	97900.0165619247	2422.7277968704
198.8	97971.5667350792	2423.283352426
198.9	98041.8581272948	2423.8389079815
199	98111.7648564082	2424.3694826634
199.1	98183.1934278368	2424.9500382447
199.2	98256.0175851511	2425.5055938003
199.3	98329.3310945336	2426.036175819
199.4	98402.5732101425	2426.6167122561
199.5	98475.6844225263	2427.1722678117
199.6	98548.674238146	2427.7278233672
199.7	98621.8725661074	2428.3083597965
199.8	98695.1119087421	2428.863915352
199.9	98768.3028878664	2429.4194709076
200	98841.5686112292	2430
200.1	98914.6780597186	2430.5555555556
200.2	98987.9192881961	2431.1111111111
200.3	99062.4461186275	2431.6666666667
200.4	99136.791672073	2432.2222222222
200.5	99209.4866817529	2432.7777777778
200.6	99281.0220308084	2433.3523483414
200.7	99352.2960215116	2433.933831558
200.8	99423.961934004	2434.4893871136
200.9	99495.1415215046	2435.0636734057
201	99564.7265145398	2435.6390641136
201.1	99636.3497247752	2436.2154766505
201.2	99709.3311473282	2436.8108599721
201.3	99778.186736973	2437.3930646508
201.4	99838.4504419082	2437.936673218
201.5	99887.8033213207	2438.5128077673
201.6	99927.2622045829	2439.089315126
201.7	99960.0289644157	2439.6400560394
201.8	99986.750484353	2440.2144371533
201.9	100011.779217805	2440.7698474825
202	100042.926219788	2441.3194214464
202.1	100085.88286592	2441.9006788691
202.2	100143.974221522	2442.4753379705
202.3	100218.15904162	2443.0308935261
202.4	100307.031596801	2443.6111111111
202.5	100407.440638639	2444.1916735249
202.6	100516.00668662	2444.7472290805
202.7	100629.350260227	2445.3215123052
202.8	100744.149829979	2445.8969160076
202.9	100857.527075896	2446.4735330266
203	100967.204050703	2447.0687711218
203.1	101071.503643437	2447.6640092171
203.2	101169.349579448	2448.2342404541
203.3	101260.266420398	2448.8294785493
203.4	101344.379564262	2449.4059889753
203.5	101422.357294295	2449.9813789238
203.6	101495.025520561	2450.5741783556
203.7	101563.210616734	2451.1495752639
203.8	101627.738956487	2451.7261918454
203.9	101689.436913492	2452.3214299406
204	101749.130861423	2452.9166680359
204.1	101807.647173953	2453.5119061311
204.2	101865.804864838	2454.1071442263
204.3	101924.330028886	2454.6837595216
204.4	101983.80064258	2455.259156264
204.5	102044.645644092	2455.8333333333
204.6	102107.144933279	2456.4139886808
204.7	102171.429371683	2456.9695442363
204.8	102237.480782534	2457.5647823316
204.9	102305.139310667	2458.1600204268
205	102374.188981548	2458.755258522
205.1	102444.412900656	2459.3504966173
205.2	102515.594173471	2459.9457347125
205.3	102587.515905471	2460.5158730159
205.4	102659.961202133	2461.1111111111
205.5	102732.713168938	2461.6856859374
205.6	102805.555151511	2462.262249526
205.7	102878.285144493	2462.8574876212
205.8	102950.73812528	2463.4527257165
205.9	103022.78797521	2464.0479638117
206	103094.347479557	2464.643201907
206.1	103165.368327535	2465.2384400022
206.2	103235.841112297	2465.8146588268
206.3	103305.795090788	2466.4100339643
206.4	103375.283774876	2467.0052720595
206.5	103444.362597613	2467.5211450754
206.6	103513.086992051	2468.1163831706
206.7	103581.512391239	2468.7116212658
206.8	103649.694228231	2469.3068593611
206.9	103717.687936076	2469.9207200215
207	103785.548947826	2470.5146543806
207.1	103853.331827279	2471.091270986
207.2	103921.084490171	2471.7658741606
207.3	103988.845846763	2472.3611122558
207.4	104056.645794884	2472.9563503511
207.5	104124.505219932	2473.5515884463
207.6	104192.435994873	2474.1476778735
207.7	104260.440980241	2474.7520041494
207.8	104328.514893396	2475.3658637344
207.9	104396.650087323	2475.9611018297
208	104464.838908053	2476.5563399249
208.1	104533.073701618	2477.1515780202
208.2	104601.346814049	2477.7658650067
208.3	104669.650591378	2478.3626391726
208.4	104737.977379638	2478.9686302877
208.5	104806.319525489	2479.5638683829
208.6	104874.669589984	2480.1591064782
208.7	104943.020872558	2480.7543445734
208.8	105011.367489849	2481.3686302056
208.9	105079.704375698	2481.9658085735
209	105148.027281149	2482.5797192405
209.1	105216.332774449	2483.1749573358
209.2	105284.618240417	2483.770195431
209.3	105352.881666685	2484.3840743488
209.4	105421.121119707	2484.9991321721
209.5	105489.334665935	2485.596030549
209.6	105557.52037182	2486.20996202
209.7	105625.676303815	2486.8052001153
209.8	105693.800528374	2487.4004382105
209.9	105761.891111947	2488.0353588454
210	105829.946109628	2488.6516386578
210.1	105897.963303897	2489.2667395647
210.2	105965.939943363	2489.880952381
210.3	106033.872731408	2490.4952392706
210.4	106101.757826183	2491.1114859386
210.5	106169.590840613	2491.7464065735
210.6	106237.366842393	2492.3416446688
210.7	106305.080365349	2492.936882764
210.8	106372.725670694	2493.5497786081
210.9	106440.297008278	2494.1698567247
211	106507.788627957	2494.7524901605
211.1	106575.194779581	2495.3664022227
211.2	106642.509713004	2495.9616403179
211.3	106709.727678078	2496.5568784132
211.4	106776.842924657	2497.1917990481
211.5	106843.84978401	2497.8090619341
211.6	106910.743615305	2498.4191425477
211.7	106977.521416238	2499.0662486113
211.8	107044.18183321	2499.7011692462
211.9	107110.72516133	2500.3360898811
212	107177.15334441	2500.971010516
212.1	107243.469974971	2501.5852743934
212.2	107309.680212821	2502.2011691471
212.3	107375.789838576	2502.8360897821
212.4	107441.80464303	2503.4523808533
212.5	107507.730416979	2504.0476189486
212.6	107573.572951215	2504.6825395835
212.7	107639.338036533	2505.3174602184
212.8	107705.031463727	2505.9333550712
212.9	107770.659023592	2506.5650000397
213	107836.226498225	2507.1811195237
213.1	107901.739461013	2507.8160401587
213.2	107967.203076619	2508.4509607936
213.3	108032.622092281	2509.0461988888
213.4	108098.00083782	2509.6414369841
213.5	108163.343225631	2510.276357619
213.6	108228.652750691	2510.8938972619
213.7	108293.93249925	2511.5079365079
213.8	108359.185348848	2512.123014258
213.9	108424.414168326	2512.7579348929
214	108489.62182653	2513.3928555278
214.1	108554.811192301	2514.0450969057
214.2	108619.985134483	2514.660069552
214.3	108685.146521919	2515.2760153026
214.4	108750.298223452	2515.9109359375
214.5	108815.443107746	2516.5260169177
214.6	108880.583982159	2517.1407601808
214.7	108945.723442915	2517.7756808157
214.8	109010.863852562	2518.3932807076
214.9	109076.007339976	2519.0084667915
215	109141.155800358	2519.6623623107
215.1	109206.310895232	2520.2972829456
215.2	109271.474052632	2520.9322035805
215.3	109336.646528219	2521.5873015873
215.4	109401.829555116	2522.2222222222
215.5	109467.024366447	2522.8571428572
215.6	109532.232195336	2523.5106930552
215.7	109597.454274905	2524.1456136901
215.8	109662.691838279	2524.780534325
215.9	109727.946118581	2525.4154549599
216	109793.218348934	2526.0308703323
216.1	109858.509637978	2526.6657909672
216.2	109923.820142311	2527.3007116022
216.3	109989.148728888	2527.9360232035
216.4	110054.492974027	2528.5519176463
216.5	110119.849163408	2529.1868382813
216.6	110185.212292075	2529.8217589162
216.7	110250.576064436	2530.4365022739
216.8	110315.93301874	2531.0714229089
216.9	110381.275354648	2531.7063435438
217	110446.595270823	2532.3222436492
217.1	110511.884965927	2532.9761904762
217.2	110577.136638623	2533.6111111111
217.3	110642.342487575	2534.246031746
217.4	110707.494711446	2534.9206349206
217.5	110772.585508898	2535.5555555556
