Time, in s	Altitude in m	Velocity in m/s
267.1	137364.601308481	2916.319607612
267.2	137408.102597821	2917.192623485
267.3	137451.560316548	2918.0259568183
267.4	137494.978656855	2918.8592901516
267.5	137538.361810934	2919.7222222222
267.6	137581.713970978	2920.5952380952
267.7	137625.039329178	2921.4285714286
267.8	137668.342077728	2922.3015873016
267.9	137711.626408819	2923.1746031746
268	137754.896514644	2924.0476190476
268.1	137798.156587395	2924.9206349206
268.2	137841.410819264	2925.7936507937
268.3	137884.663396185	2926.626984127
268.4	137927.918122261	2927.5396825397
268.5	137971.177837629	2928.4126984127
268.6	138014.44436839	2929.2857142857
268.7	138057.718526602	2930.1587301587
268.8	138101.000110284	2931.0317460318
268.9	138144.287903414	2931.9047619048
269	138187.579682191	2932.8174603175
269.1	138230.872590603	2933.6904761905
269.2	138274.163722561	2934.5634920635
269.3	138317.450171979	2935.4365079365
269.4	138360.729032768	2936.3095238095
269.5	138403.997398839	2937.1825396825
269.6	138447.252364105	2938.0952380952
269.7	138490.491022478	2938.9682539683
269.8	138533.71046787	2939.8412698413
269.9	138576.907794193	2940.7142857143
270	138620.080095359	2941.5873015873
270.1	138663.224465279	2942.4603174603
270.2	138706.337997867	2943.373015873
270.3	138749.417787033	2944.246031746
270.4	138792.460926691	2945.0894489513
270.5	138835.464510751	2945.9624648243
270.6	138878.425633545	2946.8354806973
270.7	138921.341531752	2947.7084965703
270.8	138964.209932315	2948.621194983
270.9	139007.029104777	2949.4942108561
271	139049.79786128	2950.3672267291
271.1	139092.515556565	2951.2698412699
271.2	139135.182087969	2952.1428571429
271.3	139177.797895012	2953.0158730159
271.4	139220.363817464	2953.9285714286
271.5	139262.880747428	2954.8015873016
271.6	139305.349577007	2955.6746031746
271.7	139347.771198305	2956.5476190476
271.8	139390.146503425	2957.4206349206
271.9	139432.47638447	2958.2936507937
272	139474.761733545	2959.2063492064
272.1	139517.003442752	2960.0793650794
272.2	139559.202404195	2960.9523809524
272.3	139601.359509977	2961.8650793651
272.4	139643.475652202	2962.7777777778
272.5	139685.551722973	2963.6904761905
272.6	139727.588614393	2964.6031746032
272.7	139769.587218567	2965.4761904762
272.8	139811.548427596	2966.3492063492
272.9	139853.473133586	2967.2619047619
273	139895.362225558	2968.1349206349
273.1	139937.216518605	2969.0079365079
273.2	139979.036683036	2969.9206349206
273.3	140020.823241298	2970.8333333333
273.4	140062.576567977	2971.746031746
273.5	140104.296889795	2972.6587301587
273.6	140145.984285612	2973.5317460318
273.7	140187.638689507	2974.4047619048
273.8	140229.259961625	2975.3174603175
273.9	140270.847959035	2976.1904761905
274	140312.402538801	2977.0634920635
274.1	140353.923557991	2977.9761904762
274.2	140395.410873671	2978.8888888889
274.3	140436.864342907	2979.8015873016
274.4	140478.283822766	2980.7142857143
274.5	140519.669170314	2981.5873015873
274.6	140561.020242618	2982.4603174603
274.7	140602.336896745	2983.373015873
274.8	140643.61898976	2984.246031746
274.9	140684.86637873	2985.1190476191
275	140726.078920722	2986.0317460318
275.1	140767.256472802	2986.9444444445
275.2	140808.398892036	2987.8571428572
275.3	140849.506035491	2988.8095238095
275.4	140890.577760576	2989.7222222222
275.5	140931.613945609	2990.6349206349
275.6	140972.61452169	2991.5476190476
275.7	141013.579475447	2992.4603174603
275.8	141054.508849033	2993.373015873
275.9	141095.402740127	2994.2857142857
276	141136.261301935	2995.1587301587
276.1	141177.084742846	2996.0317460318
276.2	141217.873305867	2996.9444444445
276.3	141258.627236746	2997.8571428572
276.4	141299.346781232	2998.7301587302
276.5	141340.032185075	2999.6428571429
276.6	141380.683694023	3000.5555555556
276.7	141421.301553824	3001.4682539683
276.8	141461.886010229	3002.380952381
276.9	141502.437308986	3003.253968254
277	141542.955695843	3004.126984127
277.1	141583.44141655	3005
277.2	141623.894716855	3005.873015873
277.3	141664.315842508	3006.746031746
277.4	141704.705039257	3007.6190476191
277.5	141745.062552852	3008.5317460318
277.6	141785.38862904	3009.4444444445
277.7	141825.683513571	3010.3968253968
277.8	141865.947452194	3011.3492063492
277.9	141906.18068652	3012.2619047619
278	141946.383405907	3013.2142857143
278.1	141986.555716427	3014.1666666667
278.2	142026.697640343	3015.0793650794
278.3	142066.80911611	3016.0317460318
278.4	142106.889998377	3016.9444444445
278.5	142146.940057986	3017.8571428572
278.6	142186.958986108	3018.8095238095
278.7	142226.946442362	3019.7222222222
278.8	142266.902085844	3020.6349206349
278.9	142306.825575653	3021.5873015873
279	142346.716570888	3022.5
279.1	142386.574730648	3023.4126984127
279.2	142426.39971403	3024.3650793651
279.3	142466.191180135	3025.2777777778
279.4	142505.948788059	3026.1904761905
279.5	142545.672196901	3027.1428571429
279.6	142585.361065761	3028.0555555556
279.7	142625.015053737	3028.9682539683
279.8	142664.633819927	3029.9206349206
279.9	142704.217023429	3030.8333333333
280	142743.764323343	3031.746031746
280.1	142783.275378767	3032.6984126984
280.2	142822.749848799	3033.6111111111
280.3	142862.187392537	3034.5238095238
280.4	142901.587667938	3035.4365079365
280.5	142940.9503055	3036.3492063492
280.6	142980.27488196	3037.2619047619
280.7	143019.560919143	3038.2142857143
280.8	143058.80788397	3039.126984127
280.9	143098.015188448	3040.0396825397
281	143137.182189679	3040.9920634921
281.1	143176.308190999	3041.9444444445
281.2	143215.392468289	3042.8571428572
281.3	143254.434296289	3043.8095238095
281.4	143293.432949734	3044.7222222222
281.5	143332.387703365	3045.6349206349
281.6	143371.297831917	3046.5873015873
281.7	143410.162610129	3047.5
281.8	143448.98131274	3048.4126984127
281.9	143487.753214486	3049.3650793651
282	143526.477590107	3050.2777777778
282.1	143565.153714338	3051.1904761905
282.2	143603.78086192	3052.1428571429
282.3	143642.358307588	3053.0555555556
282.4	143680.885326082	3053.9682539683
282.5	143719.361192139	3054.9206349206
282.6	143757.785180497	3055.8333333333
282.7	143796.156565894	3056.746031746
282.8	143834.474623067	3057.6984126984
282.9	143872.738626755	3058.6111111111
283	143910.947869375	3059.5634920635
283.1	143949.101866546	3060.5158730159
283.2	143987.200489685	3061.4682539683
283.3	144025.243968216	3062.4206349206
283.4	144063.232889571	3063.373015873
283.5	144101.168199188	3064.3253968254
283.6	144139.051200515	3065.2777777778
283.7	144176.883537324	3066.2301587302
283.8	144214.666988195	3067.1825396825
283.9	144252.403333918	3068.0952380952
284	144290.094355282	3069.0476190476
284.1	144327.741833077	3070
284.2	144365.347548092	3070.9126984127
284.3	144402.913281115	3071.8650793651
284.4	144440.440812937	3072.7777777778
284.5	144477.931924347	3073.6904761905
284.6	144515.388396135	3074.6428571429
284.7	144552.812009089	3075.5952380952
284.8	144590.204543998	3076.5476190476
284.9	144627.567781654	3077.5
285	144664.903502843	3078.4523809524
285.1	144702.213488357	3079.4047619048
285.2	144739.499518985	3080.3968253968
285.3	144776.763375515	3081.3492063492
285.4	144814.006838737	3082.2324558306
285.5	144851.23168944	3083.1445177766
285.6	144888.439708415	3084.0767998877
285.7	144925.632635736	3084.9811820923
285.8	144962.812007916	3085.893880505
285.9	144999.979117185	3086.7668963781
286	145037.135011497	3087.6399122511
286.1	145074.280494527	3088.5820595951
286.2	145111.41612567	3089.4953944745
286.3	145148.542220045	3090.4281917284
286.4	145185.658889203	3091.3492063492
286.5	145222.766203982	3092.3015873016
286.6	145259.864235221	3093.253968254
286.7	145296.953053759	3094.246031746
286.8	145334.032730434	3095.1984126984
286.9	145371.103336086	3096.1507936508
287	145408.164941552	3097.1031746032
287.1	145445.217617671	3098.0555555556
287.2	145482.261435283	3099.0079365079
287.3	145519.296465225	3099.9603174603
287.4	145556.322778336	3100.9126984127
287.5	145593.340445456	3101.8650793651
287.6	145630.349537422	3102.8571428572
287.7	145667.350125073	3103.8095238095
287.8	145704.342279248	3104.7619047619
287.9	145741.326070785	3105.7142857143
288	145778.301570524	3106.6666666667
288.1	145815.268849302	3107.6190476191
288.2	145852.227977959	3108.5714285714
288.3	145889.179027333	3109.5238095238
288.4	145926.122022353	3110.4761904762
288.5	145963.056758402	3111.4682539683
288.6	145999.982755407	3112.4206349206
288.7	146036.899257838	3113.373015873
288.8	146073.80523471	3114.3253968254
288.9	146110.699379582	3115.2777777778
289	146147.580110555	3116.2301587302
289.1	146184.445616186	3117.1825396825
289.2	146221.294039121	3118.1349206349
289.3	146258.123522008	3119.0873015873
289.4	146294.932207491	3120.0793650794
289.5	146331.718238219	3121.0714285714
289.6	146368.479756837	3122.0634920635
289.7	146405.214905992	3123.0555555556
289.8	146441.921828331	3124.0476190476
289.9	146478.5986665	3125.0396825397
290	146515.243563146	3126.0714285714
290.1	146551.854660914	3127.0634920635
290.2	146588.430102453	3128.0158730159
290.3	146624.968030408	3129.0079365079
290.4	146661.466587425	3130
290.5	146697.923916152	3130.9920634921
290.6	146734.338159235	3131.9841269841
290.7	146770.707459321	3132.9365079365
290.8	146807.029959055	3133.8888888889
290.9	146843.303801085	3134.880952381
291	146879.527128057	3135.873015873
291.1	146915.698101388	3136.8253968254
291.2	146951.815119481	3137.8174603175
291.3	146987.876958502	3138.7698412699
291.4	147023.882774733	3139.7222222222
291.5	147059.832104568	3140.7142857143
291.6	147095.724864512	3141.6666666667
291.7	147131.561351185	3142.6190476191
291.8	147167.342222548	3143.6111111111
291.9	147203.068279691	3144.5634920635
292	147238.74032605	3145.5158730159
292.1	147274.359165061	3146.5079365079
292.2	147309.925600161	3147.4603174603
292.3	147345.440434787	3148.4523809524
292.4	147380.904472373	3149.4047619048
292.5	147416.318516358	3150.3571428572
292.6	147451.683370176	3151.3095238095
292.7	147486.999837265	3152.3015873016
292.8	147522.268721061	3153.2936507937
292.9	147557.490824999	3154.2857142857
293	147592.666952517	3155.2777777778
293.1	147627.79790705	3156.2698412699
293.2	147662.884492035	3157.2222222222
293.3	147697.927510909	3158.2142857143
293.4	147732.927767107	3159.2063492064
293.5	147767.886064066	3160.1587301587
293.6	147802.803205222	3161.1507936508
293.7	147837.679994011	3162.1031746032
293.8	147872.51723387	3163.0952380952
293.9	147907.315728325	3164.126984127
294	147942.076286372	3165.1190476191
294.1	147976.799730816	3166.0714285714
294.2	148011.48689899	3167.0634920635
294.3	148046.138642754	3168.0555555556
294.4	148080.755828493	3169.0476190476
294.5	148115.339337122	3170.0396825397
294.6	148149.890063992	3170.9920634921
294.7	148184.408913509	3171.9444444445
294.8	148218.896790799	3172.9365079365
294.9	148253.354600987	3173.9285714286
295	148287.783249199	3174.880952381
295.1	148322.183640558	3175.873015873
295.2	148356.556680192	3176.8253968254
295.3	148390.903273223	3177.8174603175
295.4	148425.224324778	3178.8095238095
295.5	148459.520739982	3179.8015873016
295.6	148493.793423959	3180.753968254
295.7	148528.043281836	3181.746031746
295.8	148562.271218736	3182.7380952381
295.9	148596.478139785	3183.7301587302
296	148630.664950108	3184.7222222222
296.1	148664.83255483	3185.753968254
296.2	148698.981859076	3186.746031746
296.3	148733.113767972	3187.7777777778
296.4	148767.229186642	3188.7698412698
296.5	148801.329020212	3189.7619047619
296.6	148835.414173806	3190.7936507937
296.7	148869.48555255	3191.7857142857
296.8	148903.544061338	3192.7380952381
296.9	148937.590526944	3193.7301587302
297	148971.625507072	3194.7222222222
297.1	149005.64926164	3195.7142857143
297.2	149039.661752777	3196.7063492064
297.3	149073.662644824	3197.6587301587
297.4	149107.651304335	3198.6507936508
297.5	149141.626800304	3199.6825396825
297.6	149175.587982062	3200.6746031746
297.7	149209.533670216	3201.626984127
297.8	149243.462685374	3202.6190476191
297.9	149277.373848146	3203.6111111111
298	149311.265979138	3204.6031746032
298.1	149345.137898959	3205.5952380952
298.2	149378.988428217	3206.5873015873
298.3	149412.816387521	3207.5793650794
298.4	149446.620597478	3208.6111111111
298.5	149480.399878698	3209.6428571429
298.6	149514.153051787	3210.6349206349
298.7	149547.878937354	3211.6666666667
298.8	149581.576356007	3212.6587301587
298.9	149615.244128355	3213.6507936508
299	149648.881075005	3214.6825396825
299.1	149682.486016566	3215.6746031746
299.2	149716.057773646	3216.6666666667
299.3	149749.595166853	3217.6984126984
299.4	149783.097016795	3218.6904761905
299.5	149816.562144081	3219.7222222222
299.6	149849.989369318	3220.753968254
299.7	149883.377513115	3221.746031746
299.8	149916.72540086	3222.7380952381
299.9	149950.031972667	3223.7301587302
300	149983.296393318	3224.7222222222
300.1	150016.518057047	3225.7142857143
300.2	150049.696587537	3226.7063492064
300.3	150082.831837922	3227.6984126984
300.4	150115.923890783	3228.6904761905
300.5	150148.973053375	3229.7222222222
300.6	150181.979747676	3230.753968254
300.7	150214.944400443	3231.746031746
300.8	150247.867438435	3232.7777777778
300.9	150280.74928841	3233.8095238095
301	150313.590377126	3234.8015873016
301.1	150346.391131342	3235.8333333333
301.2	150379.151977815	3236.8650793651
301.3	150411.873343304	3237.8571428572
301.4	150444.555654567	3238.8888888889
301.5	150477.199338362	3239.9206349206
301.6	150509.804821448	3240.9126984127
301.7	150542.372530582	3241.9444444445
301.8	150574.902892523	3242.9761904762
301.9	150607.396334029	3243.9682539683
302	150639.853281859	3245
302.1	150672.27416277	3246.0317460318
302.2	150704.65940352	3247.0238095238
302.3	150737.009430868	3248.0555555556
302.4	150769.324671573	3249.0873015873
302.5	150801.605552391	3250.0793650794
302.6	150833.852500082	3251.1111111111
302.7	150866.065941404	3252.1428571429
302.8	150898.246303115	3253.1349206349
302.9	150930.39400714	3254.1666666667
303	150962.509438443	3255.1984126984
303.1	150994.592931921	3256.1904761905
303.2	151026.644772364	3257.2222222222
303.3	151058.665194455	3258.253968254
303.4	151090.654382771	3259.246031746
303.5	151122.612471784	3260.2777777778
303.6	151154.539550688	3261.3095238095
303.7	151186.435695538	3262.3015873016
303.8	151218.300982344	3263.3333333333
303.9	151250.135487122	3264.3650793651
304	151281.939285883	3265.3571428572
304.1	151313.71245464	3266.3888888889
304.2	151345.455069407	3267.4206349206
304.3	151377.167206197	3268.4126984127
304.4	151408.848941023	3269.4444444445
304.5	151440.500349897	3270.4761904762
304.6	151472.121508834	3271.4682539683
304.7	151503.712493845	3272.5
304.8	151535.273380944	3273.4920634921
304.9	151566.804246144	3274.4841269841
305	151598.305165459	3275.5158730159
305.1	151629.7762149	3276.5079365079
305.2	151661.217470482	3277.4603174603
305.3	151692.629008216	3278.4523809524
305.4	151724.010904117	3279.4444444445
305.5	151755.363234198	3280.4365079365
305.6	151786.68607447	3281.4285714286
305.7	151817.979500948	3282.380952381
305.8	151849.243589645	3283.3333333333
305.9	151880.478416573	3284.3253968254
306	151911.684057721	3285.2777777778
306.1	151942.860581056	3286.2301587302
306.2	151974.008026902	3287.1825396825
306.3	152005.126404997	3288.1349206349
306.4	152036.21569449	3289.0873015873
306.5	152067.275843941	3290.0793650794
306.6	152098.30677132	3291.0317460318
306.7	152129.308364035	3291.9841269841
306.8	152160.280486926	3292.9365079365
306.9	152191.223001887	3293.8888888889
307	152222.135770807	3294.8015873016
307.1	152253.018655581	3295.753968254
307.2	152283.871518098	3296.7063492064
307.3	152314.694220251	3297.6587301587
307.4	152345.486623932	3298.6111111111
307.5	152376.248591033	3299.5634920635
307.6	152406.979983444	3300.5158730159
307.7	152437.680663059	3301.5079365079
307.8	152468.350491769	3302.4603174603
307.9	152498.989331465	3303.373015873
308	152529.59704404	3304.3253968254
308.1	152560.173491385	3305.3174603175
308.2	152590.718535392	3306.2698412698
308.3	152621.232037953	3307.2619047619
308.4	152651.71386096	3308.2142857143
308.5	152682.163866303	3309.1666666667
308.6	152712.581915876	3310.1587301587
308.7	152742.96787157	3311.1111111111
308.8	152773.321595277	3312.0238095238
308.9	152803.642948888	3312.9761904762
309	152833.931794296	3313.9285714286
309.1	152864.187993392	3314.880952381
309.2	152894.411408067	3315.8333333333
309.3	152924.601901103	3316.7857142857
309.4	152954.759356595	3317.7380952381
309.5	152984.883700389	3318.7301587302
309.6	153014.974900962	3319.6825396825
309.7	153045.032969427	3320.5952380952
309.8	153075.057959533	3321.5476190476
309.9	153105.049967661	3322.5
310	153135.00913194	3323.4523809524
310.1	153164.935611816	3324.4047619048
310.2	153194.829567623	3325.3571428572
310.3	153224.691159696	3326.3095238095
310.4	153254.520548369	3327.3015873016
310.5	153284.317893977	3328.253968254
310.6	153314.083356852	3329.2063492064
310.7	153343.81709733	3330.1587301587
310.8	153373.519275746	3331.1507936508
310.9	153403.190052432	3332.1031746032
311	153432.829587724	3333.0952380952
311.1	153462.438041956	3334.0476190476
311.2	153492.015575462	3335
311.3	153521.562348576	3335.9920634921
311.4	153551.078521633	3336.9444444445
311.5	153580.564254966	3337.8968253968
311.6	153610.019708911	3338.8492063492
311.7	153639.445043801	3339.8015873016
311.8	153668.84041997	3340.753968254
311.9	153698.205997754	3341.746031746
312	153727.541937485	3342.6984126984
312.1	153756.848399499	3343.6507936508
312.2	153786.12554413	3344.6031746032
312.3	153815.373531711	3345.5952380952
312.4	153844.592522578	3346.5476190476
312.5	153873.782677064	3347.5396825397
312.6	153902.944155504	3348.4920634921
312.7	153932.077112833	3349.4444444445
312.8	153961.181635827	3350.4365079365
312.9	153990.257702611	3351.4285714286
313	154019.305181983	3352.380952381
313.1	154048.323833419	3353.373015873
313.2	154077.313307065	3354.3253968254
313.3	154106.273143744	3355.2777777778
313.4	154135.202780351	3356.2698412698
313.5	154164.101612617	3357.2619047619
313.6	154192.969035597	3358.2142857143
313.7	154221.804444344	3359.2063492064
313.8	154250.607233915	3360.1587301587
313.9	154279.376799364	3361.1507936508
314	154308.112535745	3362.1825396825
314.1	154336.813838114	3363.1746031746
314.2	154365.480101526	3364.126984127
314.3	154394.110721036	3365.1190476191
314.4	154422.705091698	3366.1111111111
314.5	154451.262608567	3367.1031746032
314.6	154479.782666698	3368.0952380952
314.7	154508.264661147	3369.0476190476
314.8	154536.707986968	3370
314.9	154565.112039216	3370.9920634921
315	154593.476212945	3371.9841269841
315.1	154621.799903211	3372.9365079365
315.2	154650.08250507	3373.9285714286
315.3	154678.323413574	3374.880952381
315.4	154706.52202378	3375.873015873
315.5	154734.677730742	3376.8650793651
315.6	154762.789929516	3377.8571428572
315.7	154790.858015156	3378.8095238095
315.8	154818.881382716	3379.8015873016
315.9	154846.859427253	3380.7936507937
316	154874.791543821	3381.7857142857
316.1	154902.677127474	3382.7777777778
316.2	154930.515576704	3383.7698412699
316.3	154958.306372464	3384.7619047619
316.4	154986.049157197	3385.7936507937
316.5	155013.743738271	3386.7857142857
316.6	155041.390087981	3387.7380952381
316.7	155068.988343545	3388.7301587302
316.8	155096.538807107	3389.7222222222
316.9	155124.041942302	3390.7142857143
317	155151.498295226	3391.7063492064
317.1	155178.908415412	3392.6984126984
317.2	155206.272852393	3393.6904761905
317.3	155233.5921557	3394.7222222222
317.4	155260.866874866	3395.7142857143
317.5	155288.097559424	3396.7063492064
317.6	155315.284758907	3397.7380952381
317.7	155342.429022847	3398.7301587302
317.8	155369.530900776	3399.7222222222
317.9	155396.590942227	3400.753968254
318	155423.609696733	3401.746031746
318.1	155450.587713826	3402.7380952381
318.2	155477.525543038	3403.7301587302
318.3	155504.423733903	3404.7222222222
318.4	155531.282835952	3405.7142857143
318.5	155558.103398718	3406.7063492064
318.6	155584.885971735	3407.6587301587
318.7	155611.631104533	3408.6507936508
318.8	155638.339346647	3409.6614143182
318.9	155665.011247608	3410.6246595093
319	155691.647356948	3411.6078313677
319.1	155718.248224202	3412.614900775
319.2	155744.8143989	3413.5672817273
319.3	155771.346430576	3414.5196626797
319.4	155797.844868761	3415.4720436321
319.5	155824.31026299	3416.4455499488
319.6	155850.743162794	3417.4267492022
319.7	155877.144117705	3418.3880217882
319.8	155903.513677256	3419.3650793651
319.9	155929.852390732	3420.3571428572
320	155956.160792267	3421.3888888889
320.1	155982.43937775	3422.4206349206
320.2	156008.688602835	3423.4126984127
320.3	156034.908882946	3424.4444444445
320.4	156061.100593272	3425.4761904762
320.5	156087.264068769	3426.4682539683
320.6	156113.399604408	3427.5
320.7	156139.507470078	3428.5317460318
320.8	156165.58793368	3429.5238095238
320.9	156191.641263115	3430.5555555556
321	156217.667726284	3431.5476190476
321.1	156243.667591089	3432.5396825397
321.2	156269.641125431	3433.5714285714
321.3	156295.58859721	3434.5634920635
321.4	156321.510274329	3435.5555555556
321.5	156347.406424688	3436.5476190476
321.6	156373.277316189	3437.5396825397
321.7	156399.123216733	3438.5317460318
321.8	156424.94439422	3439.5238095238
321.9	156450.741116553	3440.5158730159
322	156476.513651632	3441.5476190476
322.1	156502.26226736	3442.5396825397
322.2	156527.987231635	3443.5714285714
322.3	156553.688812362	3444.5634920635
322.4	156579.367277439	3445.5952380952
322.5	156605.022894769	3446.626984127
322.6	156630.655932253	3447.6190476191
322.7	156656.266657792	3448.6111111111
322.8	156681.855339287	3449.6428571429
322.9	156707.422244639	3450.6349206349
323	156732.96764175	3451.6666666667
323.1	156758.491798521	3452.6984126984
323.2	156783.994982853	3453.6904761905
323.3	156809.477462648	3454.7222222222
323.4	156834.939505806	3455.753968254
323.5	156860.381380228	3456.7857142857
323.6	156885.803353817	3457.8571428572
323.7	156911.205694472	3458.8888888889
323.8	156936.588667533	3459.9206349206
323.9	156961.952476801	3460.9920634921
324	156987.297205579	3462.0238095238
324.1	157012.622814099	3463.0555555556
324.2	157037.92913953	3464.0873015873
324.3	157063.215895969	3465.0793650794
324.4	157088.482674451	3466.1111111111
324.5	157113.728945505	3467.1031746032
324.6	157138.954118128	3468.0952380952
324.7	157164.157598751	3469.126984127
324.8	157189.338793808	3470.1587301587
324.9	157214.49710973	3471.1507936508
325	157239.63195295	3472.1825396825
325.1	157264.742729901	3473.2142857143
325.2	157289.828847014	3474.246031746
325.3	157314.889710723	3475.2777777778
325.4	157339.924727459	3476.3095238095
325.5	157364.933303655	3477.3412698413
325.6	157389.914845743	3478.373015873
325.7	157414.868760156	3479.4444444445
325.8	157439.794453327	3480.4761904762
325.9	157464.691331686	3481.5476190476
326	157489.558801668	3482.6190476191
326.1	157514.396269704	3483.6904761905
326.2	157539.203142227	3484.7222222222
326.3	157563.978825669	3485.8333333333
326.4	157588.722726462	3486.8650793651
326.5	157613.43425104	3487.9365079365
326.6	157638.112805833	3489.0079365079
326.7	157662.757797276	3490.0793650794
326.8	157687.368631799	3491.1111111111
326.9	157711.944715836	3492.1825396825
327	157736.485455819	3493.2142857143
327.1	157760.99025818	3494.246031746
327.2	157785.458529352	3495.2777777778
327.3	157809.889675766	3496.3095238095
327.4	157834.283103856	3497.3015873016
327.5	157858.638220055	3498.3333333333
327.6	157882.954430793	3499.3650793651
327.7	157907.231142504	3500.3968253968
327.8	157931.467761709	3501.4682539683
327.9	157955.663725303	3502.5
328	157979.818574785	3503.5317460318
328.1	158003.931967428	3504.6031746032
328.2	158028.003676277	3505.6746031746
328.3	158052.03359015	3506.7063492064
328.4	158076.021713634	3507.7380952381
328.5	158099.968167004	3508.7698412699
328.6	158123.873155931	3509.8015873016
328.7	158147.736897255	3510.873015873
328.8	158171.559607813	3511.9047619048
328.9	158195.341504445	3512.9365079365
329	158219.082803991	3514.0079365079
329.1	158242.783723287	3515.0793650794
329.2	158266.444479173	3516.1111111111
329.3	158290.065288489	3517.1825396825
329.4	158313.646368072	3518.2142857143
329.5	158337.187934762	3519.2857142857
329.6	158360.690205398	3520.3571428572
329.7	158384.153396817	3521.4285714286
329.8	158407.57772586	3522.4603174603
329.9	158430.963409364	3523.5317460318
330	158454.310664168	3524.6031746032
330.1	158477.619707112	3525.6349206349
330.2	158500.890755034	3526.7063492064
330.3	158524.124024773	3527.7380952381
330.4	158547.319733167	3528.7698412699
330.5	158570.478097056	3529.8412698413
330.6	158593.599333278	3530.9126984127
330.7	158616.683658673	3531.9444444445
330.8	158639.731290078	3533.0158730159
330.9	158662.742444332	3534.0476190476
331	158685.717338275	3535.0793650794
331.1	158708.656188745	3536.1507936508
331.2	158731.559212581	3537.1825396825
331.3	158754.426626622	3538.2142857143
331.4	158777.258647706	3539.2857142857
331.5	158800.055492673	3540.3571428572
331.6	158822.817378361	3541.3888888889
331.7	158845.544521608	3542.5
331.8	158868.237139255	3543.5317460318
331.9	158890.895448138	3544.6031746032
332	158913.519665098	3545.6746031746
332.1	158936.110006956	3546.746031746
332.2	158958.666684594	3547.7777777778
332.3	158981.189888443	3548.8888888889
332.4	159003.679786296	3549.9206349206
332.5	159026.136523313	3550.9920634921
332.6	159048.560222015	3552.0634920635
332.7	159070.950982288	3553.1349206349
332.8	159093.308881401	3554.1666666667
332.9	159115.633979924	3555.2777777778
333	159137.926336243	3556.3095238095
333.1	159160.186008747	3557.380952381
333.2	159182.413055821	3558.4523809524
333.3	159204.607535853	3559.5238095238
333.4	159226.76950723	3560.5555555556
333.5	159248.899028339	3561.6666666667
333.6	159270.996157568	3562.6984126984
333.7	159293.060953302	3563.7698412699
333.8	159315.09347393	3564.8412698413
333.9	159337.093777837	3565.9126984127
334	159359.061923413	3566.9841269841
334.1	159380.997969042	3568.0952380952
334.2	159402.901973113	3569.126984127
334.3	159424.773994012	3570.1984126984
334.4	159446.614090126	3571.2698412698
334.5	159468.422319844	3572.3412698413
334.6	159490.19874155	3573.4126984127
334.7	159511.943413633	3574.4841269841
334.8	159533.65639448	3575.5555555556
334.9	159555.337742478	3576.626984127
335	159576.987516013	3577.7380952381
335.1	159598.605773473	3578.8492063492
335.2	159620.192573245	3579.9206349206
335.3	159641.747973716	3580.9920634921
335.4	159663.272033273	3582.0634920635
335.5	159684.764810303	3583.1349206349
335.6	159706.226363193	3584.246031746
335.7	159727.656750329	3585.3174603175
335.8	159749.0560301	3586.3492063492
335.9	159770.424260892	3587.4603174603
336	159791.761501093	3588.5714285714
336.1	159813.067809088	3589.6428571429
336.2	159834.343243266	3590.753968254
336.3	159855.587862013	3591.8253968254
336.4	159876.801723717	3592.8968253968
336.5	159897.984886764	3594.0079365079
336.6	159919.137409541	3595.0793650794
336.7	159940.25935043	3596.1111111111
336.8	159961.35076551	3597.2222222222
336.9	159982.411702944	3598.2936507937
337	160003.442202131	3599.3650793651
337.1	160024.442293704	3600.4761904762
337.2	160045.411999534	3601.5476190476
337.3	160066.351332727	3602.6190476191
337.4	160087.260297632	3603.7301587302
337.5	160108.138892132	3604.8015873016
337.6	160128.987113266	3605.873015873
337.7	160149.804958074	3606.9841269841
337.8	160170.592423592	3608.0555555556
337.9	160191.349506861	3609.1666666667
338	160212.076204919	3610.2777777778
338.1	160232.772514804	3611.3888888889
338.2	160253.438433555	3612.4603174603
338.3	160274.073958211	3613.5714285714
338.4	160294.679085811	3614.6825396825
338.5	160315.253813392	3615.753968254
338.6	160335.798137994	3616.8650793651
338.7	160356.312056656	3617.9761904762
338.8	160376.795566415	3619.0476190476
338.9	160397.248664311	3620.1984126984
339	160417.671347383	3621.2698412698
339.1	160438.063612668	3622.3412698413
339.2	160458.425457206	3623.4523809524
339.3	160478.756878035	3624.5238095238
339.4	160499.057872194	3625.5952380952
339.5	160519.328436721	3626.7063492064
339.6	160539.568568656	3627.7777777778
339.7	160559.778265036	3628.8888888889
339.8	160579.957522901	3630
339.9	160600.106339288	3631.1111111111
340	160620.224711238	3632.2222222222
340.1	160640.312635788	3633.3333333333
340.2	160660.370109977	3634.4444444445
340.3	160680.397130844	3635.5158730159
340.4	160700.393695427	3636.626984127
340.5	160720.359800764	3637.7380952381
340.6	160740.295443896	3638.8095238095
340.7	160760.20062186	3639.9206349206
340.8	160780.075331695	3641.0317460318
340.9	160799.919570439	3642.1031746032
341	160819.733335131	3643.253968254
341.1	160839.516622811	3644.3650793651
341.2	160859.269430515	3645.4365079365
341.3	160878.991755284	3646.5873015873
341.4	160898.683594156	3647.6984126984
341.5	160918.344944169	3648.7698412698
341.6	160937.975802362	3649.9206349206
341.7	160957.576165484	3651.0317460318
341.8	160977.146028063	3652.1428571429
341.9	160996.685381622	3653.2936507937
342	161016.194214673	3654.4047619048
